UserName;Embedded_text;Likes;ID
@CNBC;"The Scottish meat industry is worth more than $1.7 billion. But with global beef consumption trending downwards and a climate change emergency to contend with  can the home of Angus diversify in time? (via 
@CNBCi
)
From 
CNBC International
6
7
14";7;post_1549
@SierraClub;"It’s time for Congress to pass historic levels of investment to communities struggling with the interlocking crises of climate change; public health; economic inequity; & racial  gender  & environmental injustice. Do we have a deal yet? http://sc.org/countdown #SOTU #SealTheDeal
1
3
10";3;post_1550
@nychange;"NYCC members  
@weact4ej
  
@foodandwater
  and NYC climate activists at the democratic nominating convention urging 
@GovKathyHochul
 to enact an immediate ban on gas in new construction. 

We need to
fight climate change 
cut pollution 
and create good jobs!
LET’S GO!!

#GasFreeNy
5
18";5;post_1551
@WFSJ;"#fellowship #worldwide 

Climate change media mentorship: applications now open! (
@ClimateTracking
)
climatetracker.org
Climate change media mentorship: applications now open! (global) - climatetracker
Climate change media mentorship: now accepting pitches from around the world! Apply TODAY for this publishing-training-networking combo!
8
6";8;post_1552
@A_Liberty_Rebel;"Spot-on analysis by 
@Sherelle_E_J
. 
We are reaping the consequences of Western 'liberal' elites wasting 3 decades in navel-gazing self-abnegation over wokery & 'climate-change'  while neglecting defence  security & economic fundamentals.
telegraph.co.uk
The Ukraine crisis is the final nail in the coffin of the Western liberal order
Divided  compromised and gormless  the West has abandoned its post-Cold War guiding mission
18
30";18;post_1553
@accidentalflyer;"Replying to 
@Noahpinion
Had Western countries moved away aggressively from fossil fuels in the last 2 decades  not only better chance at combating climate change but would have defanged Russia as well. Really missed opportunity here.
4
47";;post_1554
@DeepSpaceErmine;"Replying to 
@DeepSpaceErmine
 @_pem_pem
 and 
@klausnkrieg
Finally  I don’t consider this story trivial. As climate change and habitat destruction accelerate  wildlife conflicts like this are likely to increase as more large carnivores are driven off of their home ranges.
1
1
10";1;post_1555
@mylesdavies;"Replying to 
@LBC
They’ve also fixed climate change  there’s no longer such a thing as ‘world hunger’  and everyone will soon have their very own pet unicorn.
Well done Tory Government!!!
2
2
25";2;post_1556
@blackarrowxv;"Replying to 
@sustainableuni1
 @IanPChristie
 and 7 others
New York Post is very biased and has links to fossil fuel type people. They don’t want to solve climate change 

Don’t forget this  as one tiny little side note of many on the situation.
nationalgeographic.com
Hidden Costs of Climate Change Running Hundreds of Billions a Year
A new report warns of a high price tag on the impacts of global warming  from storm damage to health costs. But solutions can provide better value  the authors say.
4
8";4;post_1557
@TheTexanNews;".
@exxonmobil
 is suing multiple California cities in the Texas Supreme Court alleging a coordinated litigation effort against oil and gas companies calling for billions of dollars for ""climate change mitigation"" projects.
thetexan.news
Texas Oil Company and California Cities Face Off in Climate Change Spat Before the State Supreme...
A Texas-based company is suing California municipalities in the Texas Supreme Court over litigation efforts filed in other states.
1
6
11";6;post_1558
@robinsonmeyer;"This remains the most enlightening article I’ve read about Russia’s geopolitical position and climate change. By 
@OSullivanMeghan
 and 
@JasonBordoff
:
nytimes.com
Opinion | Russia Isn’t a Dead Petrostate  and Putin Isn’t Going Anywhere
The transition to cleaner energy will make it possible for petrostates to wield significant geopolitical and economic power.
4
9
26";9;post_1559
@WCHumanright;"The World Food Supply is Made Insecure by Climate Change 
@WFP
We need to combat the negative impacts of climate change on food security in many different ways:by decreasing greenhouse emissions to reduce the climate change that will occur 
@UNFCCC
eos.com
Climate Change And Agriculture: Strategies To Mitigate Risks
Agriculture and climate change: interrelation  mutual effects  farming strategies to adapt and mitigate negative consequences.
1";1;post_1560
@richardzussman;"Robinson notes climate change as first budget priority. This is response to destruction from floods and fires. ""It is substantially increasing the impact on people's lives."" #bcpoli
4
4
17";4;post_1561
@globeandmail;"B.C. budget to focus on challenges of climate change  says finance minister
theglobeandmail.com
B.C. budget to focus on challenges of climate change  says finance minister
B.C. Finance Minister says the province was battered by forces driven by climate change  and also dealing with COVID-19 pandemic and an opioid overdose crisi
5
6
9";6;post_1562
@dylan390y;"Replying to 
@GBNEWS
Here we go  pandemics over  behavioural scientists moving on to terrorise us on climate change and to accept net 0
2
1
43";1;post_1563
@ethanclynne;"BREAKING: In a HUGE blow to Youngkin  Virginia Senate Democrats kill the RGGI repeal bill  which would’ve undone years of progress on fighting climate change
215
4 242
27.7K";4242;post_1564
@GunnelsWarren;"I want cable news to cover the child poverty rate in America going up 41% last month  Starbucks illegally firing pro-union workers  the existential threat of climate change and 745 oligarchs in America becoming $2.1 trillion richer during the pandemic as much as it covers war.
179
5 418
20.3K";5418;post_1565
@ScottAdamsSays;"The guy who called climate change a Chinese hoax would have kept domestic energy production high and put us in a better situation for climate  the economy  and Ukraine. Funny world.
175
739
5 084";739;post_1566
@luisbaram;"The last thing YOU should worry about is climate change.
10
81
388";81;post_1567
@thomas_gaudin;"Even if you don’t care about divesting from fossil fuels because you care about climate change (you should absolutely care about it from this perspective  but beside the point)  current events show just how important fossil fuel divestment is in geopolitics.
3
21
100";21;post_1568
@NanaiaMahuta;"Proud to represent  at the Indo-Pacific forum in Paris. There was a common aspiration to take strategic action and partner for impact on critical priorities. Also pleased to co-chair a global issues roundtable on climate change  biodiversity  health and our oceans. #mahitahi
The following media includes potentially sensitive content. Change settings
View
1
22
99";22;post_1569
@CHIZMAGA;"Why are Liberals so scared of Covid  we’re all dead in 10 years from Climate Change anyways. 
6
50
204";50;post_1570
@yungblackmaoist;"Fight for socialism  fight against climate change!
The following media includes potentially sensitive content. Change settings
View
2
23";2;post_1571
@patgagnon_75;"Dear Canada do you really want the party that voted against recognizing that climate change is real to be entrusted with our overall wellbeing/to be the voice of reason of our entire nation? I don't want anyone including those I disagree with to experience any of that.
23
70";23;post_1572
@TheLastRefuge2;"Western Leaders Blame Russia-Ukraine Conflict for Energy Prices  Deflecting from G7 Build Back Better and Climate Change Agenda
theconservativetreehouse.com
Western Leaders Blame Russia-Ukraine Conflict for Energy Prices  Deflecting From G7 Build Back...
The agenda really is quite transparent when you stop and look at it overall.  Riddle me this… Why would the Biden administration announce yesterday they were cancelling new oil and gas leases if they...
4
61
119";61;post_1573
@Corinacakess;"Is this a joke? 
Republican's platform on climate change:

 ""The weather is always changing.""
7
13
24";13;post_1574
@ominousrabbit = @feistyarmy;"We have to switch to carbon-free renewables so we can shut down the lunatic petro-authoritarians around the world trying to kill us before climate change does.
1
8
26";8;post_1575
@Jess_Panegyres;"Hi friends  bit of personal news. This week I start as Head of Clean Energy Transition at Greenpeace. I’m very excited to work for positive change with the fantastic people at 
@GreenpeaceAP
 & all Australians who want climate action. Farewell to my wonderful colleagues @ AEGN.
23
32
571";32;post_1576
@TricksyRaccoon;"Nothing more colonial than a white British academic telling people in the Global South that's it's too late for them re:climate change and that don't need vaccines.
2
11
61";11;post_1577
@JennMcClellanVA;"Yesterday  
@VASenateDems
 killed House GOP bills to repeal or gut the Virginia Clean Economy Act.

The VCEA took Virginia from the bottom of the pack to a national leader in clean energy. We won't stop working to fight climate change and create clean energy jobs.
16
136
671";136;post_1578
@MAVERIC22440705;"AUS HUGE national debt is  . . . a much bigger problem (NOT challenge HA HA !) for aussies than - Climate Change  COVID-19  Abbo FLAG etc & the sexually confused (LGBTzzzz) ! 
1
5
14";5;post_1579
@svenbiggs;"This year  the impacts of climate change will cost BC billions of dollars – that number is going to spiral out of control unless we take dramatic action to get our emissions under control. Unfortunately  today’s budget still fails to take on the industries driving that crisis.
Quote Tweet
Stand.earth
@standearth
 · Feb 23
BREAKING: @standearth reacts to B.C. climate-focused budget #bcpoli 
https://stand.earth/latest/Canada-climate-energy/canadas-climate-leadership/standearth-reacts-bc-climate-focused-budget…
3
26
54";26;post_1580
@lizgulaz;"I will be moderating a session on #Youth & #ClimateChange set for the 24th of February 2022 at 10:00am CAT. The webinar will be held under the theme: Interrogating how the Zimbabwe Climate Policy and National Climate Change Response Strategy Accelerate Youth Climate Action.
1
6
34";6;post_1581
@vademocrats;"Republicans announced plans to slash hundreds of millions in funding for critical environmental programs. 

Yet Senate Democrats’ budget prioritizes the fight against climate change and makes generational investments to protect and preserve our environment.
10
50
161";50;post_1582
@KetanJ0;"It's wild that  in parts  ""biased in favour of resolving climate change"" is still considered to be ""activist journalism"" or that guests are disqualified on the same grounds. It's less so than it was a decade ago but sometimes I'm reminded that it's still a widespread problem
7
28
190";28;post_1583
@VinnyVinny6644;"You clowns keep pushing this same old BS. 

Global Climate Change is a lie. This is all part of your Communist BS agenda. 
Electric vehicles utilizing lithium ion batteries does more damage to the environment than a diesel truck. 

You idiots cant even manage your water supplies!
Quote Tweet
Gavin Newsom
@GavinNewsom
Governor candidate  CA
 · Feb 22
Thank you  @POTUS!

Lithium Valley could be a huge game changer for the world in the fight against climate change.

This is what a clean energy economy is all about - creating good jobs  advancing economic justice  and manufacturing climate solutions - right here in California. twitter.com/POTUS/status/1…
3
12";3;post_1584
@ezraromero;"Doing some research on race and climate change. I have some ideas  but have any thoughts on anyone dissecting this nexus in the Bay Area?
8
6
20";6;post_1585
@beach_token;" $BEACH 
The circular economy is a systems solution framework that tackles global challenges like climate change  biodiversity loss  waste & pollution
Join $BEACH today
#DeFi #Crypto #NFTs #CircularEconomy #ClimateAction #BlueCarbon #Metaverse
https://buff.ly/3C5tYc6
1
11
23";11;post_1586
@CANPacificIs;"Member of PICAN family  
@MaoniaBelyndar
 asks COP26 President 
@AlokSharma_RDG
 “What is your message to people in the remote island communities of the Pacific who have no idea of COP level discussions  but are battling climate change everyday in their lives?”
#RoadtoCOP27
12
23";12;post_1587
@TahliaJenni;"I’m old enough to remember when CliMate ChanGe meant no rain 
Quote Tweet
Darren
@Daz_boy
 · Feb 22
This is climate change in action  right here in Marrickville Sydney. This took less than 20 minutes of rain to disrupt this whole street.
#ClimateCrisis #ClimateEmergency #ClimateActionNow
Show this thread
0:10
12.5K views
4
2
13";2;post_1588
@VelvetIsCake;"Replying to 
@dreamwastaken
 and 
@tommyinnit
I can’t believe... you saved her... 

I’ve always believed in you and your powers  but now I know my shrine and daily dream worship was not in vain. 

Don’t you see? 

Dream came to save us and use the revive book on earth to stop climate change 

Hallelujah! He has risen! 
156
265
15.5K";265;post_1589
@TransitErwin;"We will never properly address climate change until people internalize that electric vehicles are not a sustainable mode of transportation.
1
4
29";4;post_1590
@AnnaSLangford;"It's going to be a roaster today. How do workers in different industries experience climate change impacts?

If you're a hospo  retail  fast food or health worker  you can take one of our Climate Impacts at Work surveys in the links below to share your experiences.
Quote Tweet
Act on Climate Vic
@ActOnClimateVic
 · Feb 22
ATTN: Hospo  retail and health workers. It's going to be another hot one today. 

We're conducting research with @RMIT and six unions to understand how workers in different industries are already experiencing climate impacts on the job in our Climate Impacts at Work project.
Show this thread
12
12";12;post_1591
@Tristanshouts;"I’m listening to White House press briefing w/ 
@PressSec
 & am horrified at the questions. Reporters are already demanding proof the sanctions—announced just hours ago—will work;asking why Americans should care about Ukraine; & if climate change is still #1 issue even w/RU crisis.
3
10
41";10;post_1592
@DempseyTwo;"Point 11 cont.  I will give Sen Scott credit for admitting the Earth is round.  However  we have global problems such as climate change that I noticed was nowhere in this 11 point summary.  There’s a lot of I got mine so fu€# you in it though.
3
23
100";23;post_1593
@bcndp;" Bold action on climate change
 Reducing child care costs
 Funding housing & tackling homelessness
 Strengthening healthcare

Our BC NDP govt's 2022 budget is about moving forward together to build a stronger BC. Read the full speech:
bcndp.ca
Action today  with a plan for tomorrow: Read the BC budget speech
Tackling climate change  funding childcare  supporting people  and more.
82
23
37";23;post_1594
@JoelMCurzon;"I support the use of nuclear power  because I think we need it if we are going to have any chance of tackling climate change. But calling it “safe and clean” is just B.S. It’s a much better option than fossil fuels  but let’s not pretend it has no risks.
Quote Tweet
Alec Stapp
@AlecStapp
 · Feb 22
Stunning chart here:

Annual change in the number of nuclear reactors in the US

A safe and clean source of baseload energy shriveling up before our eyes
Show this thread
5
2
10";2;post_1595
@IndianapolisZoo;"Commit today to making one simple change to help save wildlife. Whether it's unplugging to combat climate change or skipping plastic straws to reduce pollution  our choices make an impact! Get more examples → http://bit.ly/2VpWpAh #NationalWildlifeDay
3
48";3;post_1596
@JulieESegal;"Canada's financial sector is not doing so hot on climate change. All talk (via net-zero commitments) but no walk (via reductions in real financed emissions). 

Cheers to 
@Woodsideful
 and 
@NatObserver
 for turning that heat back on!
Quote Tweet
John Woodside
@Woodsideful
 · Feb 22
We're launching a new series on @NatObserver called Financing Disaster that is taking a close look at the relationship between fossil fuels and the financial sector. 

This money pipeline is crucial to understanding Canada's awful climate record. 
https://nationalobserver.com/2022/02/22/news/climate-resolution-forces-rbc-reckon-greenwashing…
Show this thread
1
8
27";8;post_1597
@Grumpyoldwombat;"Replying to 
@bill_dobell
 and 
@Daz_boy
Has nothing to do with councils not maintaining storm water drains right? But yeah  climate change. What a load of bullshit.
4
17
52";17;post_1598
@Nadokoulu;"The evidence of the impacts of climate change on health in our small island states is explicit. I echoed these sentiments while opening the Climate Change & Health Workshop at the Pearl Resort this morning. Whilst facilities are vulnerable to storms  Cyclones our people are also.
2
13";2;post_1599
@LuvSustainables;"Frustrated with the Australian government’s inaction on climate change  software king Mike Cannon-Brookes is trying to buy several big coal plants so he can shut them down in favour of renewables.
newscientist.com
Can a tech billionaire squash Australia’s coal industry by buying it? | New Scientist
Frustrated with the Australian government’s inaction on climate change  software king Mike Cannon-Brookes is trying to buy several big coal plants so he can shut them down in favour of renewables
1
5
8";5;post_1600
@marcelo_aizen;"It is not climate change  what is then?  Read it at
https://link.springer.com/article/10.1007/s10841-022-00384-5…

Another 
@EcoPol_Arg
 study led by 
@CaroMorales_eco
 (alias ""Carito"")
link.springer.com
Does climate change influence the current and future projected distribution of an endangered...
Journal of Insect Conservation - Cold-adapted bumblebees are vulnerable to climate change (CC). South American Bombus dahlbomii  the southernmost bumblebee worldwide  has strongly declined since...
13
42";13;post_1601
@UbongAndyUsoro;"Nature is the best architect ever  its beauty is incomperable  elegant and eye catching...
Let's protect nature with all we have.
I am a Climate Change Advocate.
@miketerungwa
 @CCL_Africa
 #ClimateCrisis #ClimateAction #ClimateEmergency #ClimateStrike #ClimateActionNow 
@UNFCCC
2
2";2;post_1602
@Maggie_Hassan;"As climate change threatens NH communities  we must act now to protect future generations. I'm grateful to have the support of 
@NRDC_Action
 – together  we can end tax breaks for Big Oil  address the climate crisis  and build a clean energy future for NH and the country.
Quote Tweet
NRDC Action Fund
@NRDC_Action
 · Feb 22
.@Maggie_Hassan has helped secure funding to get clean drinking water into homes and maintain public lands across New Hampshire. We’re proud to support her re-election as she continues her work to grow the state’s clean energy economy and take on polluting Big Oil companies.
Show this thread
40
23
67";23;post_1603
@lewis_goodall;"Though there are continuities in American foreign policy stretching from Obama to Trump (and before) but 3 massive differences between Biden and Trump which meant those takes were all way off the mark

1) climate change 
2) role of Western alliance
3) rules based order
4
10
100";10;post_1604
@Josie_Osborne;"BC's local governments are on the front lines of the climate emergency  and #Budget2022 supports #localgov as we build on the work we're doing together to take bold actions to fight climate change. Thank you  
@ubcm
 for your advocacy!
Quote Tweet
Gary MacIsaac
@GaryMacIsaac
 · Feb 22
Seeing a significant number of items in today's BC budget that responds to @UBCM advocacy. Emergency preparedness  replacement and enhancement of CARIP funding and rural connectivity and more. Special Compass edition coming this afternoon.
12
22";12;post_1605
@craigtimes;"Hey  remember when 
@SenRickScott
 was #Florida's governor & people would point out evidence that #climate change was happening & he'd say  ""I'm not a scientist""?
Quote Tweet
Adam Weinstein
@AdamWeinstein
 · Feb 22
""The nuclear family is crucial to civilization  it is God's design for humanity  and it must be protected and celebrated. To say otherwise is to deny science.""

Rick Scott's ""Plan to Rescue America"" has a most mysterious understanding of ""science""
Show this thread
4
5
35";5;post_1606
@PeterOB24979769;"Replying to 
@Daz_boy
Climate change?
I prefer the older term.......rain.
1
1
31";1;post_1607
@AkermanisJohn;"Replying to 
@GeraldKutney
I suspect it is the same domestic terrorists that occupied Ottawa are likely climate deniers as well. Their trolls have been working overtime on many fronts. Next protest will be climate change is taking their freedoms away.
#ClimateBrawl #ClimateCrisis #ClimateEmergency
GIF
ALT
2
5
21";5;post_1608
@evansmithhist;"Replying to 
@MatthewBevan
This may be of interest (or not). The Communist Party of Australia's newspaper reporting on climate change in 1939. https://trove.nla.gov.au/newspaper/page/22659942#…
1
13
26";13;post_1609
@Madrabbitohpj;"Replying to 
@EddyJokovich
Friggen amazimg isnt it !
When it comes to climate change  it is a case of we are.such a small country and us reducing will make no difference at all.
As soon as a war starts...cant wait to jump in with our 2 bobs worth !
 "" we punch above our weight we send a signal blah blah
5
17";5;post_1610
@BernWoodsPlacky;"Our changing weather is the primary way that people experience climate change. TV meteorologists are on the front lines  helping communities understand the challenges & solutions.#ClimateMatters 
@CODanSchwartz
 @TheAtlantic
 @KBTXShel
 @JimGandyWX
 @MaibachEd
theatlantic.com
The One Group of People Americans Actually Trust on Climate Science
Local meteorologists are better positioned than anyone else to talk their communities through the facts about climate change.
1
18
56";18;post_1611
@Rob_Fleming;"Budget 2022 makes life better for British Columbians. We're building transit systems  highways  bridges  schools  childcare spaces  and housing that BC needs while supporting bold actions to fight climate change and making life more affordable.
bcbudget.gov.bc.ca
Budget 2022  Stronger Together
Building a stronger B.C. where no one is left behind.
3
10";3;post_1612
@ProfSteveKeen;"Replying to 
@MGSchmelzer
This paper gives a thorough background to how appallingly bad the work of Neoclassical climate change economists has been. They cannot be trusted to give relevant advice on climate change
tandfonline.com
The appallingly bad neoclassical economics of climate change
Forecasts by economists of the economic damage from climate change have been notably sanguine  compared to warnings by scientists about damage to the biosphere. This is because economists made thei...
2
6
22";6;post_1613
@NikkeiAsia;"CLIMATE CHANGE | GREENER SUPPLY CHAINS

From plastic to steel  some of Japan's top makers of industrial materials have ramped up efforts to achieve net-zero carbon dioxide emissions.
asia.nikkei.com
Japan materials makers embrace carbon neutral production
Mitsubishi Chem and Nippon Steel work to slash emissions footprint
8
15";8;post_1614
@HumAdGrp;"Our latest case study with 
@WorldVisionAus
 & 
@AusHPship
 explores climate change adaptation & #DRR integration in  to inform strategies & strengthen community-level outcomes. 

Read: http://ow.ly/u9JI50I1FS1
@CAREAustralia
 @PlanAustralia
 @CaritasAust
 @OxfamAustralia
 @SaveAusNews
4
5";4;post_1615
@womenslibrary;"Come along to 
@womenslibrary
 for a fun  free & collaborative zine making workshop that will allow you to creatively engage with the topic of women & climate change facilitated by students from 
@UofGGUEST
Saturday 12th March  12.30 - 15.30
#zinemaking 
https://womenslibrary.org.uk/event/women-and-climate-change-zine-making-workshop/…
1
9
16";9;post_1616
@MichaelSpring17;"Whenever other countries say “do something about climate change” #ScottyTheAnnouncer says no  we’re not the problem. When it’s in not our problem in Ukraine #ScottyFromPhotoOps says “it is our problem “. Scott really doesn’t know what is in our national interests. #Vote1Labor
18
168
643";168;post_1617
@DarnelSugarfoo;"The damage to the Canadian banking system is permanent. By going along with Trudeau's madness  they have shown Canadian depositors that they live in a country where their money can be seized for dissent  and probably ""climate change."" 

I wouldn't leave a dime in a Canadian bank.
10
84
191";84;post_1618
@BillofRight7;"American politicians blithely throw around the term “existential threat”. Whether it’s climate change or China or Russia or whatever. You know what’s a REAL existential threat? Being a resident of Ukraine today. So pols need to stuff their alarmist statements and get real.
5
7";5;post_1619
@MelanieLatest;"The green dream goes lethal
Through its obsession with “climate change ” the west handed Putin his greatest weapon

https://melaniephillips.substack.com/p/the-green-dream-goes-lethal?utm_source=url…
15
167
321";167;post_1620
@JGademski;"Once the Ukraine Russo war escalates we in Australia will see the green labor dream in action in Europe  no gas  blackouts  starving people  hospitals overrun  except for green leaders and politicians who willed fat and tell us how lucky we are in fighting climate change.
2
6
28";6;post_1621
@NASAJPL;"Do you want to advance Earth science? 
@NASA
 is engaging minority serving institutions with a prize competition that seeks new information technology ideas to address climate change. 

Learn more here: http://go.nasa.gov/3H8aLsN
31
170
1 201";170;post_1622
@JimBair62221006;"Another day  another torrent of red flags on climate change & food security for politicians to ignore as we  destabilize our climate towards conditions as of yet unseen by humankind

“There were whole farms where they just weren’t able to harvest anything”
eastidahonews.com
‘Really tight water year’: Drought  low snowpack may foretell Idaho’s climate future - East Idaho...
BOISE (Idaho Statesman) — Much of Southern Idaho  cut through in scythe-like fashion by the Snake River Plain  relies on the frozen water stored in the state’s mountains to fill its rivers. When...
2
46
66";46;post_1623
@freshprince_iv;"this climate change hitting a lil extra today
2
9";2;post_1624
@UxbEconomist07;"I’m not sure we should worry about this #Ukraine invasion Folks? I mean quite clearly #Russia #China aren’t really important. It’s quite clear to me biggest danger we face is Climate Change! I mean it’s going to be 0.3C cooler by 2100 if we spend $131Tn. Come on!  #NetZero
4
14
34";14;post_1625
@Marcel4Congress;"I am FURIOUS! 
@OlufemiOTaiwo
  a first generation Nigeiran-American  thinks he can tell Black Americans (#Freedmen) what #reparations should be? He wants us to focus on matters like ""climate change"". Get the HELL out of our business if you do not support the PAYMENT we are owed!
26
91
202";91;post_1626
@marieelephant;"yes  there are bigger  more obvious reasons we need to stop climate change  but my personal motivation is to reduce weather-related small talk at work.
2
16";2;post_1627
@raquelbenascop;"Representing Spain in the European school for female leadership in the digital age 
@EuLeadership
  Discussing about tech  policies  climate change and gender with so many amazing and inspiring people! Can't wait for what's next to come #NextGenChangeMakers
5
9
32";9;post_1628
@gvdgoot;"Please RT . Lots of travel is not essential  necessarily  to academic success . In times of climate change let’s rethink our habits
Quote Tweet
Moshe Vardi
@vardi
 · Feb 22
Feynman on academic travel :-)
7
22";7;post_1629
@Doug415510330;"If trump was president today he'd rename the military ""peacekeepers"" have them swear a personal oath to him  then dissolve congress &the electoral system. 

no health care plan  no infrastructure. Massive tax cuts to the already rich to continue.  Climate change is just weather
Quote Tweet
The Guardian
@guardian
 · Feb 23
Australia news live updates: Marise Payne says calling Russian troops peacekeepers is ‘obscene perversion’ https://theguardian.com/australia-news/live/2022/feb/24/australia-news-live-updates-ukraine-russia-coronavirus-covid-omicron-scott-morrison-nsw-victoria-queensland-weather?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1645648971…
3
4";3;post_1630
@climaconsensus;"Climate change disproportionately impacts the economically disadvantaged  women  and people of color.
The fight against climate change must also include the fight for climate justice!
#ClimateJustice #ClimateActionNow
earth.org
What is Climate Justice and Why Is It Important? | Earth.Org
Climate justice illuminates the impacts of capitalistism and consumerism on the planet  and how they affect the rich and the poor very differently.
2
5";2;post_1631
@NHCAN4;"ironic that ski mountain owner fails to draw connection between increasingly wipsaw winter weather-- downpours  sixties  and snowfall in a 72 hour span.

donors pay him to look the otherway in face of climate change?
Quote Tweet
Chris Sununu
@GovChrisSununu
 · Feb 23
A bit windy  but it’s a beautiful day at the State House in Concord!

Are you looking forward to snow this Friday? 
1
3
9";3;post_1632
@Ben_Scallan;"If war does kick off I look forward to the government using it as a scapegoat explanation for poor performance. First Brexit filled that role  then Covid  the HSE cyber attack  climate change  etc. - the more disasters the easier it is to explain failure in this or that area.
Quote Tweet
Gavan Reilly
@gavreilly
 · Feb 23
The Taoiseach has asked all Government departments to develop contingency plans in response to the Ukraine/Russia crisis - a move last done in advance of the Brexit referendum  and exceptionally rarely otherwise. Another pessimistic signal from Dublin about the events ahead.
3
4
47";4;post_1633
@clayandbuck;"Peter Doocy Exposes Psaki On Climate Change And Russia
""It is not the case that the biggest threat in #America today is global warming or climate change  right? That's just laughably absurd."" - 
@ClayTravis
 #PeterDoocy #Psaki #ClimateChange
https://clayandbuck.com/peter-doocy-exposes-psaki-on-climate-change-and-russia/…
1
9
35";9;post_1634
@MTabarrok;"If climate scientists spent more time figuring out how to actually control the climate rather than fishing for citations with doomer carbon predictions we could avert climate change and have nice weather all the time.
2
2
15";2;post_1635
@Guerilla_baby;"Michael Cannon-Brookes has dug a pit in front of Scott Morrison  which the PM seems quite happy to step into.
Between them  AGL Energy and the Coalition have been among Australia’s biggest emitters of nonsense about climate change…

The New Daily
thenewdaily.com.au
Alan Kohler: What the AGL takeover bid is all about
Michael Cannon-Brookes has dug an AGL-sized pit in front of Scott Morrison  which the PM seems quite happy to step into over energy transition.
9
17";9;post_1636
@apagut;"I told you. The excuse will be “climate change”
Quote Tweet
TT
@alquemius
 · Feb 24
The EU is looking to ban all crypto that utilizes PoW (Proof of Work) by 2025  under the flag of a  maybe ""valid""  environmental concern.
https://u.today/eu-on-track-to-ban-bitcoin-report…
5
4
22";4;post_1637
@JoePorterUK;" Tonight we've approved our 
@StaffMoorlandDC
 Budget for providing essential services for Staffordshire Moorlands residents at £10.8m for 2022/23. Our sound financial position means we're able to invest in frontline services  climate change  sport & leisure  culture and tourism.
5
4
16";4;post_1638
@Sitdownaj;"This SATURDAY daytime (Time TBC) I am teaching a FREE dance class with an easy to learn  seated routine suitable for dancers of all abilities for 
@BritishRedCross
  - It’s an ‘Ecoreography’ awareness about climate change video that’s fun and I need volunteers. Interested? Pls RT
5
10
17";10;post_1639
@Nate_Manis;"“We need to elect a government that will work to fight climate change  build the homes we need  & bring affordable childcare to Ontario.”
@KotzerJonah
 killed it in his speech to #EglintonLawrence Liberals! So inspired by his vision & priorities for our community.

#EgLaw #onpoli
4
13";4;post_1640
@BuildingBack_US;"The Bipartisan Infrastructure Law's investments in electric vehicle charging stations will help: 

Tackle climate change
Create good-paying union jobs
Prepare us for the future
5
11";5;post_1641
@AsmJoseMedina;"#CALEG update: In my final year in the Assembly  I am leading #20legitems that will help small businesses  housing  climate change  teacher retention  and debt free college. Excited to be back at work! #bills
1
2
16";2;post_1642
@lanapopham;"Our budget is taking action to tackle climate change  strengthen public services  and build on our strengths to prepare us for the challenges and opportunities of tomorrow. Checkout my blogpost below to read about some of the highlights  #bcpoli 

https://saanichsouth.blogspot.com/2022/02/bcs-budget-2022-is-taking-concrete.html…
3
9";3;post_1643
@Lady_Star_Gem;"Snow in L.A. County & unseasonably hot temperatures in N.Y. today

But let's do nothing about climate change amiright 
2
1
29";1;post_1644
@RichardSsuna;"Replying to 
@ECOWARRIORSS
Climate change is real and very dangerous
6
16";6;post_1645
@amyepeden;"Great thread here on our recent state of the art review 
@IP_BMJ
 exploring the links between climate change and #Drowning #OpenAccess
Quote Tweet
Dr Becky Sindall
@BexSindall
 · Feb 23
What does 1.5°C have to do with how many people drown? A whole lot more than you might think as we show in our new paper linking drowning and climate change. Read on for the summary or access the full text here: 1/n https://injuryprevention.bmj.com/content/early/2022/02/22/injuryprev-2021-044486…
Show this thread
1
2
7";2;post_1646
@AmyEPope;"@UNmigration
 works with people displaced by climate change to provide life-saving support  but there is so much more to do to implement sustainable development in this region and prevent future displacement.
5
13";5;post_1647
@PaulEDawson;"I learn so much from reading great books about climate change; if you would like to read more books on climate change and meet up with friends from around the world to discuss on Zoom  consider joining my climate change book club.
Climate Solutions Book Club
Newsletter
·
768 Subscribers
Climate Solutions Book Club
1
8
24";8;post_1648
@UnsilencedOrg;"""The Biden administration is using financial regulation as a weapon to incorporate its 'woke' climate change agenda into banking decisions  according to [Rep. Andy Barr (KY-06)].""
washingtonexaminer.com
GOP lawmaker blasts Biden administration's 'woke' climate finance agenda
The Biden administration is using financial regulation as a weapon to incorporate its ""woke"" climate change agenda into banking decisions  according to a top GOP lawmaker.
3
6";3;post_1649
@JJKALE2;"Replying to 
@ScottMorrisonMP
It's a pity Scott Morrison couldn't act as quick with the vaccine  RAT tests  climate change and everything thing also he has done in responding to Russia!

Call me a skeptic  but its all a distraction for his endless failures.

#Jeff141
1
8
44";8;post_1650
@yalepeabody;"There's still to register for tomorrow's ""New Tools to Fight Climate Change"" Science Café at 4pm!

Don't miss a fascinating conversation between two 
@Yale
 faculty  a chemist and an ecologist  working at the front lines of climate change research:
https://yale.zoom.us/webinar/register/1516443503855/WN_xaPuQtexRFatbJtj1_ZaDw…
3
5";3;post_1651
